Service_Category,Material_Shape,Is_Fragile,Length_cm,Width_cm,Height_cm,Volume_cm3,Actual_Weight_kg,Density,Target_Divisor
Solar Services,Box,1,169.1,102.7,9.7,168455.73,22.8,0.000135,3500
Solar Services,Box,1,190.7,108.4,5.6,115762.53,21.1,0.000182,3500
Construction,Irregular,0,81.2,45.8,24.7,91858.31,74.3,0.000809,4500
Solar Services,Box,1,185.8,81.8,8.5,129186.74,29.2,0.000226,3500
Interiors,Box,0,107.6,93.0,97.0,970659.6,46.0,4.7e-05,5000
Painting,Cylindrical,0,38.7,24.4,46.9,44286.73,15.8,0.000357,4500
Interiors,Wrapped,1,89.6,45.8,6.5,26673.92,13.2,0.000495,3500
Solar Services,Box,1,158.7,102.2,7.9,128131.21,21.6,0.000169,3500
Interiors,Box,0,64.2,79.3,65.0,330918.9,43.0,0.00013,5000
Painting,Cylindrical,0,39.4,22.1,47.3,41186.0,19.6,0.000476,4500
Painting,Cylindrical,0,28.6,25.9,42.1,31185.15,20.9,0.00067,4500
Interiors,Box,0,54.9,74.9,61.8,254122.22,15.1,5.9e-05,5000
Painting,Cylindrical,0,22.3,37.1,49.5,40952.83,21.9,0.000535,4500
Solar Services,Box,1,154.0,92.3,6.0,85285.2,25.6,0.0003,3500
Painting,Cylindrical,0,21.1,32.1,47.9,32443.15,17.8,0.000549,4500
Interiors,Wrapped,1,145.7,106.5,16.5,256031.32,38.4,0.00015,3500
Construction,Irregular,0,52.4,49.8,44.1,115079.83,69.9,0.000607,4500
Interiors,Wrapped,1,148.9,63.1,16.7,156906.35,38.2,0.000243,3500
Solar Services,Box,1,203.3,103.8,8.2,173040.83,19.6,0.000113,3500
Interiors,Box,0,126.9,69.7,99.0,875648.07,38.4,4.4e-05,5000
Painting,Cylindrical,0,34.0,37.9,45.7,58889.02,24.6,0.000418,4500
Solar Services,Box,1,218.5,97.5,9.6,204516.0,21.3,0.000104,3500
Interiors,Box,0,110.6,72.3,50.2,401418.28,18.1,4.5e-05,5000
Construction,Irregular,0,95.3,78.4,33.1,247307.31,45.1,0.000182,4500
Interiors,Wrapped,1,65.7,86.8,16.1,91814.44,24.0,0.000261,3500
Painting,Cylindrical,0,24.0,27.5,48.0,31680.0,21.2,0.000669,4500
Interiors,Wrapped,1,80.6,83.3,6.0,40283.88,22.5,0.000559,3500
Construction,Irregular,0,88.9,73.1,22.2,144268.7,94.7,0.000656,4500
Construction,Irregular,0,60.9,60.3,41.3,151664.75,50.5,0.000333,4500
Painting,Cylindrical,0,26.0,29.0,48.0,36192.0,29.8,0.000823,4500
Painting,Cylindrical,0,32.3,28.4,49.3,45223.88,24.2,0.000535,4500
Interiors,Wrapped,1,140.5,71.0,6.7,66835.85,15.7,0.000235,3500
Interiors,Box,0,197.9,98.8,88.2,1724532.26,21.0,1.2e-05,5000
Interiors,Wrapped,1,125.9,93.6,15.5,182655.72,19.5,0.000107,3500
Solar Services,Box,1,157.5,80.6,7.8,99017.1,26.6,0.000269,3500
Solar Services,Box,1,192.7,91.8,8.6,152132.8,22.4,0.000147,3500
Painting,Cylindrical,0,36.3,34.2,33.7,41837.2,27.0,0.000645,4500
Interiors,Box,0,93.5,64.5,69.3,417930.97,32.7,7.8e-05,5000
Painting,Cylindrical,0,34.7,34.8,48.6,58687.42,24.1,0.000411,4500
Solar Services,Box,1,205.7,81.2,6.5,108568.46,25.9,0.000239,3500
Interiors,Box,0,78.6,91.0,72.9,521424.54,20.9,4e-05,5000
Construction,Irregular,0,52.5,36.1,41.0,77705.25,47.0,0.000605,4500
Interiors,Wrapped,1,88.6,70.8,19.6,122948.45,13.7,0.000111,3500
Interiors,Box,0,70.8,50.1,67.2,238363.78,37.8,0.000159,5000
Construction,Irregular,0,61.0,66.2,47.7,192622.14,63.1,0.000328,4500
Solar Services,Box,1,188.1,104.2,8.0,156800.16,25.5,0.000163,3500
Solar Services,Box,1,160.0,102.6,4.3,70588.8,20.7,0.000293,3500
Painting,Cylindrical,0,28.9,27.6,36.9,29432.92,29.0,0.000985,4500
Interiors,Wrapped,1,83.1,61.3,8.1,41261.64,21.9,0.000531,3500
Construction,Irregular,0,32.6,35.4,37.9,43738.12,76.0,0.001738,4500
Interiors,Box,0,149.6,83.5,81.4,1016816.24,15.3,1.5e-05,5000
Painting,Cylindrical,0,26.9,34.2,46.4,42687.07,11.2,0.000262,4500
Interiors,Wrapped,1,106.6,142.0,5.2,78713.44,22.3,0.000283,3500
Interiors,Box,0,184.3,75.3,55.6,771605.12,15.9,2.1e-05,5000
Interiors,Wrapped,1,70.4,85.6,7.1,42786.3,28.5,0.000666,3500
Solar Services,Box,1,189.2,82.9,6.8,106655.82,28.3,0.000265,3500
Solar Services,Box,1,193.0,94.5,9.0,164146.5,21.7,0.000132,3500
Solar Services,Box,1,205.5,83.9,7.8,134483.31,26.8,0.000199,3500
Construction,Irregular,0,77.3,36.9,23.3,66460.22,74.5,0.001121,4500
Solar Services,Box,1,215.6,88.2,4.1,77965.27,22.9,0.000294,3500
Interiors,Box,0,111.1,53.5,88.9,528408.27,24.3,4.6e-05,5000
Construction,Irregular,0,84.3,30.4,33.4,85594.85,77.7,0.000908,4500
Interiors,Wrapped,1,76.1,148.5,6.6,74585.61,15.0,0.000201,3500
Interiors,Box,0,191.1,85.2,90.7,1476752.0,36.7,2.5e-05,5000
Interiors,Box,0,154.1,62.4,58.4,561565.06,31.9,5.7e-05,5000
Interiors,Box,0,189.3,88.8,91.1,1531376.42,45.0,2.9e-05,5000
Interiors,Box,0,174.9,87.1,71.4,1087692.61,22.9,2.1e-05,5000
Interiors,Wrapped,1,118.2,123.4,16.2,236291.26,10.5,4.4e-05,3500
Painting,Cylindrical,0,35.7,32.9,35.4,41578.36,14.2,0.000342,4500
Painting,Cylindrical,0,21.2,33.8,40.4,28949.02,12.7,0.000439,4500
Interiors,Box,0,66.5,63.0,82.0,343539.0,19.7,5.7e-05,5000
Painting,Cylindrical,0,36.2,26.6,30.9,29754.23,22.3,0.000749,4500
Solar Services,Box,1,194.9,81.1,6.2,97999.62,20.0,0.000204,3500
Solar Services,Box,1,170.9,106.5,6.0,109205.1,23.3,0.000213,3500
Painting,Cylindrical,0,25.1,29.8,48.9,36576.22,19.2,0.000525,4500
Painting,Cylindrical,0,20.7,28.1,42.1,24488.31,25.9,0.001058,4500
Construction,Irregular,0,82.4,33.1,25.2,68731.49,97.7,0.001421,4500
Painting,Cylindrical,0,27.4,28.7,38.6,30354.27,16.1,0.00053,4500
Interiors,Wrapped,1,114.3,105.0,20.0,240030.0,26.3,0.00011,3500
Interiors,Wrapped,1,104.4,110.6,14.8,170890.27,30.5,0.000178,3500
Solar Services,Box,1,166.6,95.7,5.2,82906.82,27.0,0.000326,3500
Solar Services,Box,1,165.1,87.1,4.7,67586.99,30.0,0.000444,3500
Painting,Cylindrical,0,24.1,35.9,47.7,41269.56,17.0,0.000412,4500
Interiors,Box,0,148.3,96.9,84.0,1207102.68,54.8,4.5e-05,5000
Construction,Irregular,0,88.3,61.9,21.4,116967.48,56.0,0.000479,4500
Interiors,Wrapped,1,43.6,83.1,6.3,22825.91,27.3,0.001196,3500
Construction,Irregular,0,43.9,61.0,21.8,58378.22,98.9,0.001694,4500
Interiors,Box,0,94.7,89.4,59.2,501197.86,29.2,5.8e-05,5000
Painting,Cylindrical,0,29.1,24.8,31.1,22444.25,25.6,0.001141,4500
Painting,Cylindrical,0,28.1,39.8,43.2,48314.02,29.9,0.000619,4500
Painting,Cylindrical,0,38.2,30.2,37.2,42915.41,24.9,0.00058,4500
Painting,Cylindrical,0,20.1,30.2,40.6,24645.01,20.5,0.000832,4500
Solar Services,Box,1,156.1,96.3,8.1,121762.68,29.7,0.000244,3500
Painting,Cylindrical,0,32.2,28.9,43.8,40759.4,11.5,0.000282,4500
Interiors,Box,0,192.1,68.8,94.7,1251600.66,23.3,1.9e-05,5000
Interiors,Box,0,148.9,82.6,98.6,1212695.2,27.6,2.3e-05,5000
Interiors,Wrapped,1,133.9,136.5,7.0,127941.45,13.4,0.000105,3500
Solar Services,Box,1,198.3,87.0,5.4,93161.34,27.0,0.00029,3500
Interiors,Wrapped,1,68.6,46.4,10.8,34376.83,24.2,0.000704,3500
Solar Services,Box,1,179.6,95.0,8.4,143320.8,24.7,0.000172,3500
Construction,Irregular,0,83.0,42.9,49.0,174474.3,58.6,0.000336,4500
Construction,Irregular,0,34.2,91.6,45.6,142852.03,80.5,0.000564,4500
Construction,Irregular,0,58.1,31.8,41.3,76305.05,71.5,0.000937,4500
Construction,Irregular,0,78.3,74.2,46.2,268415.53,65.9,0.000246,4500
Construction,Irregular,0,41.2,88.3,48.1,174985.88,71.3,0.000407,4500
Interiors,Box,0,55.0,62.4,67.9,233032.8,20.2,8.7e-05,5000
Interiors,Box,0,123.5,68.2,84.8,714244.96,18.0,2.5e-05,5000
Interiors,Box,0,156.2,91.9,97.9,1405332.96,46.1,3.3e-05,5000
Solar Services,Box,1,217.3,80.1,8.4,146208.13,22.6,0.000155,3500
Painting,Cylindrical,0,20.8,23.9,44.6,22171.55,15.8,0.000713,4500
Solar Services,Box,1,160.6,94.1,9.1,137523.39,24.3,0.000177,3500
Interiors,Box,0,159.9,96.9,59.9,928109.17,41.8,4.5e-05,5000
Construction,Irregular,0,47.3,82.2,20.1,78150.01,99.0,0.001267,4500
Construction,Irregular,0,50.8,89.5,48.4,220055.44,59.8,0.000272,4500
Solar Services,Box,1,210.6,86.4,6.1,110994.62,23.6,0.000213,3500
Construction,Irregular,0,67.0,74.5,22.9,114305.35,55.8,0.000488,4500
Solar Services,Box,1,176.8,96.4,9.9,168730.85,20.4,0.000121,3500
Solar Services,Box,1,163.5,90.9,9.9,147135.29,22.7,0.000154,3500
Interiors,Box,0,112.1,96.5,59.7,645813.7,34.0,5.3e-05,5000
Construction,Irregular,0,37.4,67.5,41.9,105776.55,55.8,0.000528,4500
Interiors,Box,0,190.6,92.5,71.8,1265869.9,19.5,1.5e-05,5000
Painting,Cylindrical,0,35.8,32.3,36.5,42206.41,27.3,0.000647,4500
Solar Services,Box,1,218.3,93.4,7.6,154958.07,20.2,0.00013,3500
Construction,Irregular,0,81.5,44.6,41.1,149394.39,69.1,0.000463,4500
Interiors,Wrapped,1,78.6,132.4,13.0,135286.32,22.5,0.000166,3500
Construction,Irregular,0,51.7,82.3,22.0,93608.02,68.8,0.000735,4500
Painting,Cylindrical,0,32.0,20.5,47.6,31225.6,17.5,0.00056,4500
Solar Services,Box,1,191.7,92.3,9.2,162783.97,27.5,0.000169,3500
Solar Services,Box,1,154.4,105.3,6.6,107304.91,29.8,0.000278,3500
Construction,Irregular,0,53.4,63.4,32.4,109692.14,62.2,0.000567,4500
Interiors,Box,0,93.2,82.2,66.8,511757.47,38.5,7.5e-05,5000
Painting,Cylindrical,0,21.2,34.1,43.7,31591.6,17.3,0.000548,4500
Interiors,Box,0,200.0,78.0,72.0,1123200.0,23.0,2e-05,5000
Interiors,Box,0,51.6,75.0,53.9,208593.0,47.3,0.000227,5000
Interiors,Box,0,130.8,70.3,98.0,901133.52,54.8,6.1e-05,5000
Interiors,Box,0,80.0,86.4,65.0,449280.0,23.4,5.2e-05,5000
Interiors,Wrapped,1,90.5,88.8,6.4,51432.96,11.9,0.000231,3500
Construction,Irregular,0,77.5,73.8,29.0,165865.5,75.2,0.000453,4500
Solar Services,Box,1,203.2,80.0,8.4,136550.4,21.6,0.000158,3500
Construction,Irregular,0,84.1,69.3,42.1,245364.27,69.4,0.000283,4500
Construction,Irregular,0,89.8,87.2,24.4,191065.66,61.8,0.000323,4500
Solar Services,Box,1,186.2,82.0,9.6,146576.64,29.7,0.000203,3500
Interiors,Box,0,190.0,56.4,75.4,807986.4,27.8,3.4e-05,5000
Interiors,Wrapped,1,119.4,47.7,8.7,49549.81,35.1,0.000708,3500
Interiors,Wrapped,1,51.6,59.7,8.6,26492.47,15.3,0.000578,3500
Interiors,Box,0,93.1,79.2,98.1,723342.31,51.1,7.1e-05,5000
Interiors,Box,0,157.5,79.1,81.2,1011609.9,41.2,4.1e-05,5000
Solar Services,Box,1,194.2,86.4,6.7,112418.5,30.0,0.000267,3500
Painting,Cylindrical,0,27.6,27.0,31.9,23771.88,28.2,0.001186,4500
Construction,Irregular,0,63.4,79.4,47.6,239616.5,66.3,0.000277,4500
Solar Services,Box,1,165.6,83.1,6.1,83944.3,29.9,0.000356,3500
Interiors,Wrapped,1,45.4,141.9,11.1,71509.09,26.2,0.000366,3500
Interiors,Wrapped,1,81.0,146.5,19.2,227836.8,25.3,0.000111,3500
Interiors,Box,0,68.0,59.6,52.1,211150.88,38.1,0.00018,5000
Painting,Cylindrical,0,36.5,32.8,35.8,42859.76,26.9,0.000628,4500
Painting,Cylindrical,0,38.0,20.4,33.4,25891.68,12.5,0.000483,4500
Interiors,Wrapped,1,135.2,73.4,17.9,177633.87,11.4,6.4e-05,3500
Painting,Cylindrical,0,33.9,34.1,34.4,39766.06,17.2,0.000433,4500
Interiors,Wrapped,1,56.0,41.7,15.0,35028.0,38.3,0.001093,3500
Interiors,Wrapped,1,138.0,92.5,10.2,130203.0,34.1,0.000262,3500
Interiors,Box,0,122.9,84.0,59.6,615286.56,22.3,3.6e-05,5000
Interiors,Box,0,76.0,68.8,79.5,415689.6,20.2,4.9e-05,5000
Construction,Irregular,0,32.4,82.5,25.7,68696.1,72.7,0.001058,4500
Construction,Irregular,0,34.1,84.4,32.6,93824.1,74.6,0.000795,4500
Interiors,Wrapped,1,146.6,140.5,11.0,226570.3,35.2,0.000155,3500
Construction,Irregular,0,32.7,49.4,21.7,35053.75,83.4,0.002379,4500
Interiors,Wrapped,1,92.4,65.4,12.0,72515.52,28.3,0.00039,3500
Construction,Irregular,0,99.0,42.8,33.0,139827.6,64.3,0.00046,4500
Painting,Cylindrical,0,31.7,23.3,43.3,31981.81,29.8,0.000932,4500
Painting,Cylindrical,0,32.6,21.9,49.8,35554.21,15.1,0.000425,4500
Interiors,Box,0,178.5,57.8,73.8,761416.74,26.4,3.5e-05,5000
Solar Services,Box,1,186.1,96.3,5.2,93191.44,26.6,0.000285,3500
Interiors,Box,0,99.7,72.5,70.6,510314.45,26.8,5.3e-05,5000
Painting,Cylindrical,0,32.6,31.9,37.3,38789.76,18.8,0.000485,4500
Interiors,Box,0,74.7,96.4,55.5,399659.94,41.9,0.000105,5000
Interiors,Wrapped,1,122.6,112.5,7.0,96547.5,19.6,0.000203,3500
Interiors,Wrapped,1,71.2,99.5,13.9,98473.16,23.0,0.000234,3500
Construction,Irregular,0,79.0,83.6,34.0,224549.6,44.6,0.000199,4500
Construction,Irregular,0,49.3,99.7,21.2,104202.45,60.7,0.000583,4500
Interiors,Box,0,94.4,52.1,51.8,254764.83,23.4,9.2e-05,5000
Solar Services,Box,1,215.1,81.4,7.5,131318.55,24.6,0.000187,3500
Painting,Cylindrical,0,22.8,21.0,37.0,17715.6,20.4,0.001152,4500
Solar Services,Box,1,197.1,80.5,4.4,69812.82,21.3,0.000305,3500
Interiors,Wrapped,1,49.4,70.9,8.2,28720.17,16.5,0.000575,3500
Painting,Cylindrical,0,23.4,20.8,49.2,23946.62,24.4,0.001019,4500
Painting,Cylindrical,0,39.0,36.5,41.6,59217.6,16.9,0.000285,4500
Construction,Irregular,0,55.2,49.4,27.0,73625.76,54.6,0.000742,4500
Construction,Irregular,0,55.9,93.6,27.5,143886.6,56.5,0.000393,4500
Construction,Irregular,0,49.9,39.1,42.2,82336.0,55.7,0.000676,4500
Construction,Irregular,0,99.3,46.5,25.4,117283.23,51.0,0.000435,4500
Interiors,Wrapped,1,105.1,50.8,17.9,95569.53,11.5,0.00012,3500
Construction,Irregular,0,58.0,96.9,28.9,162423.78,48.6,0.000299,4500
Interiors,Wrapped,1,111.9,137.5,13.8,212330.25,24.2,0.000114,3500
Painting,Cylindrical,0,36.3,27.3,38.5,38153.11,12.1,0.000317,4500
Interiors,Wrapped,1,118.1,49.3,17.0,98979.61,35.4,0.000358,3500
Painting,Cylindrical,0,26.6,27.3,49.2,35728.06,16.3,0.000456,4500
Painting,Cylindrical,0,29.1,27.5,37.7,30169.43,26.0,0.000862,4500
Painting,Cylindrical,0,29.1,36.2,44.5,46877.19,20.3,0.000433,4500
Interiors,Wrapped,1,128.0,95.6,15.9,194565.12,12.9,6.6e-05,3500
Painting,Cylindrical,0,39.5,34.4,31.5,42802.2,10.6,0.000248,4500
Solar Services,Box,1,210.6,98.5,4.3,89199.63,22.6,0.000253,3500
Construction,Irregular,0,75.5,72.8,21.4,117622.96,83.8,0.000712,4500
Interiors,Wrapped,1,94.1,142.7,15.2,204106.66,27.5,0.000135,3500
Interiors,Wrapped,1,81.2,111.1,15.8,142536.86,39.3,0.000276,3500
Construction,Irregular,0,30.4,34.0,26.8,27700.48,55.9,0.002018,4500
Interiors,Wrapped,1,73.5,129.5,19.9,189413.17,34.2,0.000181,3500
Construction,Irregular,0,86.9,33.7,24.8,72627.54,57.2,0.000788,4500
Interiors,Wrapped,1,65.7,108.6,10.1,72063.7,29.2,0.000405,3500
Interiors,Wrapped,1,139.4,139.1,14.9,288919.05,37.5,0.00013,3500
Painting,Cylindrical,0,39.4,24.0,48.3,45672.48,14.2,0.000311,4500
Interiors,Wrapped,1,61.1,44.1,19.0,51195.69,18.0,0.000352,3500
Painting,Cylindrical,0,26.7,35.8,33.0,31543.38,14.8,0.000469,4500
Construction,Irregular,0,64.5,97.2,26.4,165512.16,86.1,0.00052,4500
Solar Services,Box,1,166.3,85.8,10.0,142685.4,28.0,0.000196,3500
Interiors,Box,0,171.8,97.4,72.6,1214839.03,17.0,1.4e-05,5000
Construction,Irregular,0,58.6,45.4,25.4,67575.18,93.5,0.001384,4500
Solar Services,Box,1,215.0,94.8,8.5,173247.0,29.7,0.000171,3500
Construction,Irregular,0,65.0,66.9,32.9,143065.65,50.8,0.000355,4500
Interiors,Box,0,189.2,75.8,83.5,1197503.56,35.5,3e-05,5000
Interiors,Wrapped,1,52.2,137.6,5.1,36631.87,28.0,0.000764,3500
Interiors,Wrapped,1,54.7,89.8,14.2,69751.25,35.9,0.000515,3500
Interiors,Wrapped,1,89.6,141.0,8.9,112439.04,16.6,0.000148,3500
Interiors,Box,0,64.3,53.0,80.0,272632.0,28.3,0.000104,5000
Interiors,Wrapped,1,68.3,133.0,18.5,168052.15,15.7,9.3e-05,3500
Construction,Irregular,0,58.4,94.4,24.5,135067.52,80.8,0.000598,4500
Interiors,Wrapped,1,125.5,143.9,16.2,292563.09,28.5,9.7e-05,3500
Interiors,Box,0,199.3,72.6,96.2,1391935.12,57.6,4.1e-05,5000
Construction,Irregular,0,69.6,60.5,34.2,144009.36,66.1,0.000459,4500
Painting,Cylindrical,0,28.7,23.4,31.8,21356.24,12.7,0.000595,4500
Painting,Cylindrical,0,27.6,34.3,46.1,43641.95,24.6,0.000564,4500
Painting,Cylindrical,0,26.1,30.9,37.2,30001.43,14.4,0.00048,4500
Interiors,Box,0,198.6,89.7,94.6,1685244.13,29.5,1.8e-05,5000
Solar Services,Box,1,178.4,101.0,4.5,81082.8,25.6,0.000316,3500
Interiors,Wrapped,1,48.0,68.2,18.4,60234.24,35.7,0.000593,3500
Solar Services,Box,1,155.0,83.4,8.1,104708.7,25.8,0.000246,3500
Interiors,Box,0,67.9,80.5,91.4,499587.83,38.6,7.7e-05,5000
Interiors,Wrapped,1,134.6,54.2,5.3,38665.2,21.2,0.000548,3500
Solar Services,Box,1,171.4,88.8,4.6,70013.47,25.4,0.000363,3500
Painting,Cylindrical,0,23.3,28.1,37.9,24814.27,12.9,0.00052,4500
Interiors,Box,0,181.3,79.8,57.1,826107.95,35.5,4.3e-05,5000
Interiors,Box,0,105.6,54.4,93.2,535400.45,48.0,9e-05,5000
Interiors,Box,0,100.3,82.2,93.5,770875.71,43.1,5.6e-05,5000
Construction,Irregular,0,73.9,37.3,23.3,64225.75,94.4,0.00147,4500
Painting,Cylindrical,0,35.9,32.8,47.9,56403.21,20.3,0.00036,4500
Interiors,Wrapped,1,111.0,132.0,13.9,203662.8,23.0,0.000113,3500
Construction,Irregular,0,91.8,34.8,47.1,150467.54,71.4,0.000475,4500
Solar Services,Box,1,181.1,103.4,9.7,181639.68,21.3,0.000117,3500
Construction,Irregular,0,68.2,42.0,46.1,132048.84,87.7,0.000664,4500
Interiors,Box,0,137.1,55.3,90.1,683104.86,21.2,3.1e-05,5000
Solar Services,Box,1,151.2,82.1,10.0,124135.2,25.2,0.000203,3500
Interiors,Box,0,155.3,99.4,85.6,1321391.79,58.5,4.4e-05,5000
Painting,Cylindrical,0,32.9,24.0,38.5,30399.6,13.8,0.000454,4500
Painting,Cylindrical,0,23.1,23.0,36.0,19126.8,12.7,0.000664,4500
Construction,Irregular,0,40.1,55.9,43.3,97060.85,65.6,0.000676,4500
Interiors,Box,0,193.8,93.0,52.1,939019.14,42.0,4.5e-05,5000
Interiors,Box,0,89.4,82.6,61.3,452666.17,24.5,5.4e-05,5000
Painting,Cylindrical,0,39.3,32.5,43.0,54921.75,12.8,0.000233,4500
Construction,Irregular,0,81.4,78.5,38.9,248567.11,40.3,0.000162,4500
Solar Services,Box,1,178.7,104.1,6.1,113476.29,26.2,0.000231,3500
Solar Services,Box,1,177.8,95.9,8.1,138113.26,21.2,0.000153,3500
Interiors,Wrapped,1,62.3,139.4,18.6,161533.93,18.9,0.000117,3500
Solar Services,Box,1,213.7,105.3,7.2,162018.79,29.2,0.00018,3500
Interiors,Wrapped,1,88.1,102.3,12.3,110855.35,39.6,0.000357,3500
Solar Services,Box,1,160.6,109.3,6.4,112342.91,29.3,0.000261,3500
Solar Services,Box,1,192.8,86.0,7.7,127672.16,22.8,0.000179,3500
Painting,Cylindrical,0,33.2,35.1,47.7,55585.76,24.6,0.000443,4500
Solar Services,Box,1,166.0,81.5,9.9,133937.1,22.4,0.000167,3500
Painting,Cylindrical,0,24.8,37.4,48.8,45262.98,27.6,0.00061,4500
Interiors,Box,0,190.0,81.1,82.7,1274324.3,58.4,4.6e-05,5000
Interiors,Box,0,181.3,99.6,72.4,1307361.55,38.6,3e-05,5000
Interiors,Box,0,133.5,90.3,55.0,663027.75,57.3,8.6e-05,5000
Painting,Cylindrical,0,20.2,24.4,45.3,22327.46,17.0,0.000761,4500
Interiors,Wrapped,1,74.8,44.6,7.6,25354.21,13.0,0.000513,3500
Painting,Cylindrical,0,23.9,35.4,33.4,28258.4,24.6,0.000871,4500
Solar Services,Box,1,152.4,85.8,7.7,100684.58,23.3,0.000231,3500
Interiors,Wrapped,1,90.1,103.9,14.0,131059.46,25.5,0.000195,3500
Interiors,Wrapped,1,126.9,89.2,16.2,183375.58,21.7,0.000118,3500
Interiors,Box,0,199.2,50.3,93.3,934843.61,15.4,1.6e-05,5000
Painting,Cylindrical,0,21.5,27.6,43.6,25872.24,13.7,0.00053,4500
Interiors,Box,0,179.3,81.8,51.5,755337.11,31.5,4.2e-05,5000
Painting,Cylindrical,0,25.1,26.8,46.6,31346.89,29.0,0.000925,4500
Painting,Cylindrical,0,29.3,35.5,30.5,31724.58,27.2,0.000857,4500
Interiors,Wrapped,1,57.1,44.4,14.4,36507.46,20.9,0.000572,3500
Interiors,Wrapped,1,93.9,86.2,15.5,125459.79,13.1,0.000104,3500
Construction,Irregular,0,93.6,77.0,32.9,237116.88,49.4,0.000208,4500
Construction,Irregular,0,36.4,99.2,37.5,135408.0,73.5,0.000543,4500
Solar Services,Box,1,207.5,96.6,5.7,114253.65,29.8,0.000261,3500
Interiors,Wrapped,1,41.6,76.7,18.2,58071.1,10.7,0.000184,3500
Solar Services,Box,1,205.4,83.3,9.7,165965.25,26.7,0.000161,3500
Interiors,Wrapped,1,107.3,92.9,19.1,190392.05,30.9,0.000162,3500
Construction,Irregular,0,63.5,67.0,28.1,119551.45,98.7,0.000826,4500
Construction,Irregular,0,68.0,88.8,43.0,259651.2,87.3,0.000336,4500
Interiors,Box,0,130.3,69.1,77.3,695988.33,40.1,5.8e-05,5000
Interiors,Wrapped,1,135.7,146.0,14.2,281333.24,30.4,0.000108,3500
Interiors,Wrapped,1,66.0,81.0,15.6,83397.6,14.4,0.000173,3500
Interiors,Wrapped,1,82.6,138.1,8.4,95819.3,22.5,0.000235,3500
Interiors,Box,0,129.3,71.5,75.5,697993.73,59.9,8.6e-05,5000
Solar Services,Box,1,177.5,96.3,5.6,95722.2,26.3,0.000275,3500
Painting,Cylindrical,0,32.9,20.8,35.0,23951.2,20.3,0.000848,4500
Solar Services,Box,1,171.2,100.6,4.0,68890.88,25.0,0.000363,3500
Interiors,Wrapped,1,124.3,89.8,11.7,130597.04,19.0,0.000145,3500
Construction,Irregular,0,85.7,87.9,31.0,233523.93,52.3,0.000224,4500
Interiors,Box,0,191.3,76.2,93.7,1365870.52,37.0,2.7e-05,5000
Interiors,Box,0,81.4,76.1,80.0,495563.2,43.9,8.9e-05,5000
Construction,Irregular,0,32.8,87.4,34.7,99475.18,95.2,0.000957,4500
Painting,Cylindrical,0,27.1,36.6,38.8,38484.17,10.7,0.000278,4500
Solar Services,Box,1,177.5,81.4,6.5,93915.25,26.8,0.000285,3500
Interiors,Wrapped,1,143.8,66.9,19.9,191442.38,12.9,6.7e-05,3500
Interiors,Box,0,113.1,92.8,99.0,1039072.32,23.1,2.2e-05,5000
Construction,Irregular,0,49.0,34.9,22.8,38990.28,44.7,0.001146,4500
Interiors,Box,0,132.9,95.2,88.0,1113383.04,29.3,2.6e-05,5000
Painting,Cylindrical,0,28.8,30.2,32.0,27832.32,25.3,0.000909,4500
Interiors,Wrapped,1,88.1,110.9,10.0,97702.9,13.4,0.000137,3500
Interiors,Box,0,168.2,51.2,66.2,570103.81,41.0,7.2e-05,5000
Solar Services,Box,1,209.5,86.1,4.5,81170.77,22.5,0.000277,3500
Painting,Cylindrical,0,35.1,21.1,35.3,26143.53,21.2,0.000811,4500
Interiors,Box,0,153.4,59.0,84.2,762060.52,19.3,2.5e-05,5000
Solar Services,Box,1,155.6,100.4,7.9,123415.7,28.4,0.00023,3500
Painting,Cylindrical,0,23.7,33.1,47.4,37183.88,16.9,0.000454,4500
Solar Services,Box,1,216.7,97.3,6.5,137051.92,24.2,0.000177,3500
Construction,Irregular,0,32.1,50.9,25.0,40847.25,50.8,0.001244,4500
Interiors,Wrapped,1,65.2,71.8,14.8,69284.13,25.3,0.000365,3500
Solar Services,Box,1,188.4,100.8,6.5,123439.68,18.9,0.000153,3500
Construction,Irregular,0,86.3,90.4,37.9,295677.61,47.4,0.00016,4500
Construction,Irregular,0,70.3,41.1,24.2,69921.79,71.9,0.001028,4500
Construction,Irregular,0,83.2,94.4,45.6,358146.05,86.4,0.000241,4500
Painting,Cylindrical,0,27.8,22.8,46.2,29283.41,18.1,0.000618,4500
Painting,Cylindrical,0,25.4,27.7,49.8,35038.28,17.7,0.000505,4500
Interiors,Wrapped,1,83.7,71.5,12.5,74806.88,14.1,0.000188,3500
Interiors,Box,0,71.8,56.0,87.0,349809.6,30.2,8.6e-05,5000
Solar Services,Box,1,207.0,97.6,7.0,141422.4,28.9,0.000204,3500
Interiors,Wrapped,1,104.0,41.8,5.3,23040.16,16.3,0.000707,3500
Construction,Irregular,0,65.5,88.6,20.3,117806.99,59.7,0.000507,4500
Interiors,Box,0,176.3,69.4,78.3,958017.73,17.8,1.9e-05,5000
Painting,Cylindrical,0,30.0,28.7,43.3,37281.3,17.6,0.000472,4500
Solar Services,Box,1,192.4,108.6,7.6,158799.26,19.3,0.000122,3500
Construction,Irregular,0,40.8,51.2,29.8,62251.01,89.7,0.001441,4500
Interiors,Wrapped,1,117.6,117.5,13.6,187924.8,10.6,5.6e-05,3500
Interiors,Wrapped,1,76.0,53.2,10.5,42453.6,17.4,0.00041,3500
